genres,movie_id,original_title,plot,cast
['Horror'],82990,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","['Katie Featherston', 'Kathryn Newton', 'Matt Shively']"
"['Thriller', 'Horror']",193603,Hayride,"A college student returning home for Halloween is forced to face his childhood fears when an escaped killer takes refuge in his family's ""Haunted Hayride"".","['Richard Tyson', 'Sherri Eakin', 'Jeremy Ivy']"
"['Drama', 'Science Fiction', 'Mystery']",134371,Atlas Shrugged Part II,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?","['Samantha Mathis', 'Jason Beghe', 'Esai Morales']"
['Drama'],83588,Middle of Nowhere,'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,"['David Oyelowo', 'Maya Gilbert', 'Sharon Lawrence']"
"['Drama', 'Thriller']",68734,Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","['Ben Affleck', 'Bryan Cranston', 'Alan Arkin']"
['Comedy'],87826,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,"['Salma Hayek', 'Kevin James', 'Henry Winkler']"
"['Animation', 'Fantasy']",164372,Снежная королева,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.","['Ivan Okhlobystin', 'Dmitriy Nagiev', 'Lyudmila Artemeva']"
"['Thriller', 'Horror', 'Mystery']",61012,Silent Hill: Revelation 3D,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.","['Adelaide Clemens', 'Kit Harington', 'Sean Bean']"
"['Horror', 'Thriller']",150211,The Frozen,"After a harrowing snowmobile accident, a young couple is stranded in the woods and must survive while waiting for help to arrive. Events take a turn for the worse after the disappearance of Emma's boyfriend, leaving her on her own not only to battle the elements, but also to elude a mysterious hunter who is tracking her through the forest.","['Brit Morgan', 'Noah Segan']"
"['Animation', 'Comedy', 'Family']",62214,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.","['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short']"
['Documentary'],180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,The life and career of renowned magician and sleight of hand artist Ricky Jay.,"['Ricky Jay', 'Dick Cavett', 'Winston Simon']"
['Drama'],82631,Won't Back Down,"Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children","['Viola Davis', 'Maggie Gyllenhaal', 'Ving Rhames']"
"['Comedy', 'Music', 'Romance']",114150,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.","['Anna Kendrick', 'Skylar Astin', 'Brittany Snow']"
['Documentary'],84318,Kita svajonių komanda,"The incredible story of the 1992 Lithuanian basketball team, whose athletes struggled under Soviet rule, became symbols of Lithuania's independence movement, and – with help from the Grateful Dead – triumphed at the Barcelona Olympics.","['Greg Speirs', 'Jim Lampley', 'Bill Walton']"
"['Action', 'Crime', 'Thriller']",82675,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","['Liam Neeson', 'Maggie Grace', 'Famke Janssen']"
"['Drama', 'Thriller']",135595,Trade Of Innocents,"In the back streets of a tourist town in present-day Southeast Asia, we find a filthy cinder block room; a bed with soiled sheets; a little girl waits for the next man. Alex (Dermot Mulroney), a human trafficking investigator, plays the role of her next customer as he negotiates with the pimp for the use of the child. Claire (Mira Sorvino), Alex's wife, is caught up in the flow of her new life in Southeast Asia and her role as a volunteer in an aftercare shelter for rescued girls where lives of local neighborhood girl's freedoms and dignity are threatened. Parallel story lines intertwine and unfold twists against the backdrop of the dangerous human trafficking world, in a story of struggle, life, hope and redemption in the ""TRADE of INNOCENTS.""","['Dermot Mulroney', 'Mira Sorvino', 'John Billingsley']"
"['Action', 'Thriller', 'Science Fiction']",59967,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']"
['Drama'],133694,Promised Land,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.","['Matt Damon', 'John Krasinski', 'Frances McDormand']"
"['Drama', 'Romance']",87825,Trouble with the Curve,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.","['Clint Eastwood', 'Amy Adams', 'Justin Timberlake']"
"['Horror', 'Thriller']",134597,The Collection,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.","['Josh Stewart', 'Christopher McDonald', 'Emma Fitzpatrick']"
"['Horror', 'Thriller']",82505,House at the End of the Street,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.","['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']"
"['Animation', 'Comedy', 'Family']",76492,Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.","['Adam Sandler', 'Steve Buscemi', 'David Spade']"
"['Crime', 'Drama', 'Thriller']",77016,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,"['Jake Gyllenhaal', 'Michael Peña', 'Natalie Martinez']"
"['Crime', 'Thriller']",64689,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.","['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn']"
"['Drama', 'Romance']",84892,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.","['Logan Lerman', 'Emma Watson', 'Ezra Miller']"
